student_id,name,gender,age,department,level,cgpa,attendance_rate,assignments_submitted,library_usage_per_week,internet_hours_per_week,graduation_status
S108877,Student_8877,Male,22,Engineering,400,3.02,92.06,7,5,12.42,Graduated
S108878,Student_8878,Male,30,Engineering,200,3.34,43.22,11,4,15.43,Graduated
S108879,Student_8879,Female,22,Medicine,500,1.95,96.13,9,1,10.27,Graduated
S108880,Student_8880,Female,30,Engineering,200,2.7,44.09,18,6,11.91,Graduated
S108881,Student_8881,Female,17,Medicine,100,3.18,85.2,16,6,13.57,Graduated
S108882,Student_8882,Female,18,Law,400,2.12,44.14,14,2,2.37,In Progress
S108883,Student_8883,Male,20,Law,100,2.34,91.7,14,7,8.55,Graduated
S108884,Student_8884,Female,19,Business Admin,100,3.18,52.3,14,5,2.51,Graduated
S108885,Student_8885,Female,30,Business Admin,300,2.63,66.04,8,5,9.33,Graduated
S108886,Student_8886,Male,17,Computer Science,100,2.14,95.96,6,3,7.92,In Progress
S108887,Student_8887,Male,24,Engineering,400,3.02,87.52,10,7,17.23,In Progress
S108888,Student_8888,Male,23,Business Admin,500,3.3,87.15,8,0,19.74,In Progress
S108889,Student_8889,Male,20,Computer Science,300,4.57,85.8,8,0,12.12,In Progress
S108890,Student_8890,Male,28,Education,100,3.06,74.17,9,6,18.12,Graduated
S108891,Student_8891,Female,28,Business Admin,200,3.01,97.09,18,3,10.84,Graduated
S108892,Student_8892,Male,25,Computer Science,300,2.8,89.9,13,7,6.58,In Progress
S108893,Student_8893,Female,27,Medicine,400,3.8,66.42,19,7,13.81,Graduated
S108894,Student_8894,Female,30,Medicine,200,3.23,84.55,5,1,8.4,Graduated
S108895,Student_8895,Male,20,Computer Science,400,3.59,99.89,9,0,9.27,Graduated
S108896,Student_8896,Female,17,Law,200,3.16,92.26,9,3,12.71,Graduated
S108897,Student_8897,Female,26,Education,500,3.64,40.07,17,6,7.68,Graduated
S108898,Student_8898,Male,17,Computer Science,400,3.26,84.27,6,1,20.18,Graduated
S108899,Student_8899,Female,17,Business Admin,200,2.01,93.87,19,3,0.0,Dropped
S108900,Student_8900,Female,17,Law,400,2.8,59.67,19,0,4.14,In Progress
S108901,Student_8901,Female,20,Computer Science,300,2.82,98.65,20,7,10.92,Dropped
S108902,Student_8902,Male,17,Engineering,400,3.31,64.08,7,4,11.45,In Progress
S108903,Student_8903,Male,18,Business Admin,400,3.11,65.27,17,0,9.48,Graduated
S108904,Student_8904,Male,20,Business Admin,200,3.93,49.65,8,0,9.76,Graduated
S108905,Student_8905,Female,23,Medicine,400,3.28,45.8,5,6,3.61,In Progress
S108906,Student_8906,Male,18,Engineering,500,3.33,72.2,14,6,13.71,Graduated
S108907,Student_8907,Female,24,Engineering,100,2.29,76.17,18,4,10.79,In Progress
S108908,Student_8908,Male,29,Business Admin,300,3.11,62.01,7,1,9.92,In Progress
S108909,Student_8909,Female,23,Education,200,2.85,76.4,5,7,13.37,Graduated
S108910,Student_8910,Male,25,Law,400,1.55,63.68,5,5,13.07,Graduated
S108911,Student_8911,Male,30,Medicine,400,2.08,92.09,13,5,5.96,Graduated
S108912,Student_8912,Female,22,Engineering,400,3.51,97.23,8,3,11.29,In Progress
S108913,Student_8913,Male,20,Medicine,300,3.46,75.61,8,6,10.07,Graduated
S108914,Student_8914,Female,22,Business Admin,100,2.59,90.54,8,1,13.24,Graduated
S108915,Student_8915,Male,20,Law,500,2.61,91.22,15,1,15.62,In Progress
S108916,Student_8916,Male,23,Computer Science,500,2.21,82.83,19,3,8.72,Graduated
S108917,Student_8917,Female,25,Engineering,200,3.69,51.52,13,1,13.23,Graduated
S108918,Student_8918,Female,19,Law,100,2.43,49.3,17,5,10.88,Dropped
S108919,Student_8919,Female,19,Medicine,100,2.6,95.17,15,2,3.75,In Progress
S108920,Student_8920,Male,18,Business Admin,300,3.71,55.9,16,5,6.15,Graduated
S108921,Student_8921,Female,17,Law,400,3.7,54.78,12,0,6.24,In Progress
S108922,Student_8922,Male,30,Computer Science,100,2.87,49.97,8,2,15.41,Dropped
S108923,Student_8923,Female,17,Law,400,3.01,71.65,16,3,4.02,In Progress
S108924,Student_8924,Female,29,Business Admin,300,3.33,80.62,20,7,2.25,Graduated
S108925,Student_8925,Female,19,Medicine,200,2.71,80.57,19,7,14.44,Graduated
S108926,Student_8926,Female,30,Engineering,200,2.93,55.66,10,5,11.1,Graduated
S108927,Student_8927,Female,23,Engineering,400,2.86,45.69,6,7,8.54,Graduated
S108928,Student_8928,Female,27,Education,400,3.48,58.61,10,4,0.68,In Progress
S108929,Student_8929,Male,25,Medicine,100,3.99,70.21,5,6,0.84,Graduated
S108930,Student_8930,Female,30,Education,300,3.8,76.75,9,4,0.0,Graduated
S108931,Student_8931,Male,18,Education,200,3.71,56.24,12,3,5.73,Graduated
S108932,Student_8932,Female,23,Business Admin,100,2.23,50.99,5,5,21.5,Graduated
S108933,Student_8933,Female,17,Business Admin,500,3.9,90.49,15,5,11.17,In Progress
S108934,Student_8934,Female,18,Business Admin,100,2.53,91.48,6,7,12.11,Dropped
S108935,Student_8935,Male,22,Computer Science,400,1.75,56.8,7,7,9.69,In Progress
S108936,Student_8936,Male,27,Medicine,500,2.41,73.61,11,3,3.35,In Progress
S108937,Student_8937,Female,21,Engineering,100,2.94,66.39,19,1,7.61,Graduated
S108938,Student_8938,Male,24,Medicine,300,1.57,48.52,16,0,15.6,In Progress
S108939,Student_8939,Female,28,Business Admin,200,3.5,96.44,12,2,12.06,Graduated
S108940,Student_8940,Female,27,Computer Science,500,3.58,40.59,8,3,0.0,Graduated
S108941,Student_8941,Male,18,Medicine,300,2.73,51.25,17,4,18.71,Graduated
S108942,Student_8942,Male,17,Medicine,100,2.18,60.73,12,0,9.52,In Progress
S108943,Student_8943,Male,23,Education,400,3.65,91.39,5,0,6.16,Graduated
S108944,Student_8944,Male,22,Medicine,400,2.35,87.32,7,7,8.59,In Progress
S108945,Student_8945,Female,24,Education,300,1.87,74.79,18,1,7.78,Graduated
S108946,Student_8946,Male,27,Education,400,2.95,81.7,8,4,6.4,Graduated
S108947,Student_8947,Male,29,Law,200,3.02,60.45,9,0,12.79,Dropped
S108948,Student_8948,Female,30,Business Admin,300,3.22,96.43,17,4,5.87,In Progress
S108949,Student_8949,Male,24,Computer Science,300,3.54,41.61,20,2,5.65,Graduated
S108950,Student_8950,Male,18,Education,400,3.62,46.06,20,4,10.65,Graduated
S108951,Student_8951,Male,30,Medicine,300,2.12,95.53,15,0,11.79,Dropped
S108952,Student_8952,Male,24,Education,100,1.57,96.7,13,5,13.52,Graduated
S108953,Student_8953,Female,22,Education,500,3.32,69.43,6,4,13.26,In Progress
S108954,Student_8954,Female,25,Education,500,3.03,74.59,19,4,10.72,In Progress
S108955,Student_8955,Male,28,Engineering,400,2.68,94.15,17,7,1.12,Graduated
S108956,Student_8956,Male,23,Engineering,200,2.9,91.21,11,5,16.26,In Progress
S108957,Student_8957,Female,18,Engineering,200,2.41,91.72,7,4,14.96,Graduated
S108958,Student_8958,Male,24,Engineering,400,4.21,62.31,16,0,11.32,Graduated
S108959,Student_8959,Male,25,Law,400,1.59,89.83,14,6,8.91,Dropped
S108960,Student_8960,Male,23,Education,300,3.3,44.16,6,2,7.06,Graduated
S108961,Student_8961,Male,20,Law,200,2.1,69.22,13,4,13.92,Graduated
S108962,Student_8962,Male,25,Medicine,500,2.54,54.24,7,2,0.89,Graduated
S108963,Student_8963,Male,20,Business Admin,400,2.69,42.15,12,0,11.95,In Progress
S108964,Student_8964,Male,28,Computer Science,500,2.31,77.03,5,3,12.75,Graduated
S108965,Student_8965,Male,20,Law,500,2.84,44.57,9,6,0.0,Graduated
S108966,Student_8966,Male,25,Engineering,200,1.16,47.21,9,7,19.53,Graduated
S108967,Student_8967,Female,30,Engineering,500,1.93,44.9,10,4,21.74,Graduated
S108968,Student_8968,Female,24,Medicine,300,1.7,98.5,11,2,20.64,Graduated
S108969,Student_8969,Female,20,Education,300,2.15,42.35,7,4,13.46,Graduated
S108970,Student_8970,Male,30,Computer Science,200,2.44,56.19,16,1,19.21,In Progress
S108971,Student_8971,Male,24,Law,300,3.0,79.12,18,7,8.69,In Progress
S108972,Student_8972,Female,24,Education,400,2.55,89.4,18,1,21.6,Graduated
S108973,Student_8973,Male,23,Education,200,2.39,76.49,17,7,10.83,Graduated
S108974,Student_8974,Female,26,Business Admin,500,2.63,98.59,20,0,0.0,In Progress
S108975,Student_8975,Male,29,Business Admin,400,2.51,60.26,9,6,6.3,In Progress
S108976,Student_8976,Female,22,Law,200,2.74,68.32,16,5,12.0,Dropped
S108977,Student_8977,Female,24,Law,500,2.77,89.28,12,2,10.96,Graduated
S108978,Student_8978,Female,23,Law,500,2.45,80.9,10,2,4.16,Graduated
S108979,Student_8979,Male,21,Law,500,1.9,52.84,6,5,16.55,Dropped
S108980,Student_8980,Female,28,Engineering,500,2.97,69.92,11,5,15.56,Graduated
S108981,Student_8981,Male,29,Education,500,3.58,98.56,7,6,6.69,Graduated
S108982,Student_8982,Male,29,Education,200,2.26,91.78,19,4,0.55,Graduated
S108983,Student_8983,Male,20,Engineering,300,2.92,51.51,14,1,13.4,Graduated
S108984,Student_8984,Male,30,Education,500,2.69,50.79,13,4,7.56,Graduated
S108985,Student_8985,Male,28,Law,400,3.41,89.7,8,4,7.15,In Progress
S108986,Student_8986,Male,18,Computer Science,200,2.39,51.93,20,5,4.41,In Progress
S108987,Student_8987,Male,27,Business Admin,100,2.85,67.17,15,0,16.75,In Progress
S108988,Student_8988,Female,24,Business Admin,300,2.91,50.85,8,3,2.35,Graduated
S108989,Student_8989,Female,25,Education,400,3.18,40.88,8,0,6.19,In Progress
S108990,Student_8990,Female,20,Computer Science,500,2.23,92.52,14,0,7.73,In Progress
S108991,Student_8991,Male,20,Business Admin,200,3.21,86.74,14,0,7.79,Graduated
S108992,Student_8992,Male,21,Computer Science,200,2.63,68.24,12,6,0.0,Graduated
S108993,Student_8993,Male,18,Engineering,500,3.36,49.57,5,4,7.41,In Progress
S108994,Student_8994,Male,23,Medicine,400,2.72,88.39,7,4,12.22,In Progress
S108995,Student_8995,Female,21,Education,200,3.88,61.56,12,4,11.45,In Progress
S108996,Student_8996,Male,22,Engineering,300,1.87,79.72,16,4,0.0,Graduated
S108997,Student_8997,Female,20,Engineering,400,3.38,59.0,11,6,14.85,Graduated
S108998,Student_8998,Male,24,Computer Science,500,3.22,65.94,10,6,12.88,Graduated
S108999,Student_8999,Female,24,Education,400,3.32,72.13,11,6,1.27,Graduated
S109000,Student_9000,Male,28,Engineering,400,3.74,85.72,5,5,8.53,Graduated
S109001,Student_9001,Female,21,Law,100,1.74,89.92,12,1,3.37,Graduated
S109002,Student_9002,Male,28,Engineering,500,4.52,66.61,8,2,15.52,In Progress
S109003,Student_9003,Female,22,Law,300,3.36,53.98,20,1,16.62,Graduated
S109004,Student_9004,Male,19,Medicine,500,4.35,49.22,19,2,13.62,Graduated
S109005,Student_9005,Female,17,Law,100,4.31,60.44,5,4,18.36,In Progress
S109006,Student_9006,Female,25,Law,500,3.3,88.11,8,6,12.33,Graduated
S109007,Student_9007,Male,25,Computer Science,500,3.18,56.44,6,6,10.4,Dropped
S109008,Student_9008,Female,19,Engineering,300,3.52,42.85,9,1,13.11,In Progress
S109009,Student_9009,Male,20,Medicine,100,1.4,73.86,5,2,5.63,Graduated
S109010,Student_9010,Male,29,Engineering,500,2.94,42.02,5,3,4.53,Graduated
S109011,Student_9011,Male,23,Law,500,3.68,93.1,9,0,8.99,In Progress
S109012,Student_9012,Female,18,Business Admin,200,4.07,80.68,6,6,7.79,Graduated
S109013,Student_9013,Female,28,Law,500,2.78,55.41,13,6,6.1,Graduated
S109014,Student_9014,Male,19,Engineering,300,3.25,68.15,14,6,17.99,In Progress
S109015,Student_9015,Male,22,Medicine,200,3.4,84.35,19,2,6.17,Graduated
S109016,Student_9016,Female,27,Business Admin,100,2.94,94.94,11,5,2.41,Graduated
S109017,Student_9017,Female,24,Medicine,400,2.35,92.47,19,1,2.49,Graduated
S109018,Student_9018,Female,17,Computer Science,300,2.54,44.17,19,7,10.7,Graduated
S109019,Student_9019,Male,20,Law,100,2.27,44.87,18,1,18.18,In Progress
S109020,Student_9020,Male,17,Law,200,1.94,75.86,8,3,0.0,Graduated
S109021,Student_9021,Male,18,Computer Science,400,2.88,69.79,18,7,12.78,Dropped
S109022,Student_9022,Male,24,Engineering,100,4.55,57.58,11,2,16.33,Graduated
S109023,Student_9023,Male,22,Law,300,3.17,98.57,12,7,5.43,Graduated
S109024,Student_9024,Female,25,Engineering,200,2.8,84.78,12,0,5.19,Graduated
S109025,Student_9025,Male,18,Medicine,300,3.26,81.24,12,1,19.8,Graduated
S109026,Student_9026,Female,19,Business Admin,300,2.42,50.88,16,7,16.41,Graduated
S109027,Student_9027,Female,25,Business Admin,200,1.84,57.04,9,4,7.42,Graduated
S109028,Student_9028,Male,25,Business Admin,500,2.52,76.3,11,5,12.02,Dropped
S109029,Student_9029,Female,29,Education,300,2.21,87.74,15,4,9.99,In Progress
S109030,Student_9030,Male,22,Computer Science,200,1.71,95.86,11,2,14.63,In Progress
S109031,Student_9031,Female,30,Business Admin,300,2.61,81.86,6,6,9.67,In Progress
S109032,Student_9032,Male,19,Law,500,3.34,65.12,19,5,6.55,Graduated
S109033,Student_9033,Male,21,Computer Science,200,3.28,81.46,7,3,6.67,Graduated
S109034,Student_9034,Female,18,Medicine,100,3.19,44.15,15,0,16.47,In Progress
S109035,Student_9035,Male,23,Medicine,100,4.17,76.0,6,2,11.18,Graduated
S109036,Student_9036,Female,26,Medicine,100,2.61,93.68,19,7,10.32,Graduated
S109037,Student_9037,Male,27,Medicine,400,3.3,78.22,7,2,13.17,Dropped
S109038,Student_9038,Male,24,Education,300,2.73,40.45,13,6,12.84,In Progress
S109039,Student_9039,Male,22,Engineering,300,4.0,81.67,11,7,3.83,Graduated
S109040,Student_9040,Female,24,Engineering,200,2.43,83.59,8,5,7.75,Graduated
S109041,Student_9041,Female,18,Business Admin,400,3.52,72.47,18,7,3.77,Graduated
S109042,Student_9042,Male,19,Education,300,3.17,88.97,12,0,5.53,Graduated
S109043,Student_9043,Female,23,Engineering,200,3.85,52.14,17,1,17.53,Graduated
S109044,Student_9044,Male,26,Medicine,500,3.01,64.54,11,4,24.48,Dropped
S109045,Student_9045,Female,28,Engineering,300,2.83,88.46,14,1,5.0,Graduated
S109046,Student_9046,Female,17,Computer Science,300,2.75,76.22,17,6,7.06,Graduated
S109047,Student_9047,Male,23,Business Admin,500,2.89,99.66,10,3,8.89,Graduated
S109048,Student_9048,Male,22,Engineering,500,1.69,44.16,8,0,0.0,In Progress
S109049,Student_9049,Male,24,Computer Science,300,2.64,54.66,9,1,22.33,Dropped
S109050,Student_9050,Male,23,Law,500,2.59,51.95,14,2,3.58,Dropped
S109051,Student_9051,Male,20,Computer Science,200,2.2,98.58,12,2,8.51,Graduated
S109052,Student_9052,Female,19,Computer Science,300,2.61,92.16,17,3,11.94,In Progress
S109053,Student_9053,Female,19,Medicine,300,2.37,47.99,7,3,10.13,Graduated
S109054,Student_9054,Male,20,Medicine,100,2.64,61.23,15,0,10.29,Graduated
S109055,Student_9055,Male,25,Business Admin,300,3.44,43.16,16,1,11.75,Graduated
S109056,Student_9056,Male,25,Medicine,100,3.44,77.95,19,2,3.18,Graduated
S109057,Student_9057,Female,29,Computer Science,500,4.11,59.87,7,0,9.79,Graduated
S109058,Student_9058,Male,18,Education,500,3.22,55.45,9,0,16.37,In Progress
S109059,Student_9059,Male,21,Medicine,200,1.94,71.39,13,2,7.31,Graduated
S109060,Student_9060,Female,17,Medicine,100,2.77,87.73,9,1,10.49,Graduated
S109061,Student_9061,Female,20,Computer Science,300,2.55,64.24,5,4,12.27,Graduated
S109062,Student_9062,Female,18,Law,100,2.31,85.45,9,3,12.88,Graduated
S109063,Student_9063,Female,24,Law,500,3.75,66.77,13,6,10.76,Graduated
S109064,Student_9064,Male,20,Engineering,500,3.32,52.87,11,6,11.44,Graduated
S109065,Student_9065,Female,21,Business Admin,200,3.05,66.77,13,6,5.21,Dropped
S109066,Student_9066,Female,27,Law,500,1.96,72.28,14,5,3.29,In Progress
S109067,Student_9067,Male,20,Medicine,100,2.94,67.69,14,1,11.94,Graduated
S109068,Student_9068,Male,21,Education,300,4.63,56.46,20,4,7.95,Graduated
S109069,Student_9069,Male,21,Engineering,300,2.41,51.11,18,4,11.48,In Progress
S109070,Student_9070,Female,21,Business Admin,100,2.85,96.82,9,2,9.88,Graduated
S109071,Student_9071,Male,27,Education,200,3.97,57.85,7,4,6.33,In Progress
S109072,Student_9072,Female,19,Education,300,2.69,82.32,6,6,7.17,Graduated
S109073,Student_9073,Female,23,Medicine,100,2.68,60.44,13,3,1.13,Dropped
S109074,Student_9074,Female,19,Computer Science,100,2.84,98.18,9,0,9.39,In Progress
S109075,Student_9075,Male,18,Computer Science,500,3.24,99.3,15,1,5.06,In Progress
S109076,Student_9076,Female,19,Computer Science,500,2.35,89.51,17,5,12.45,In Progress
S109077,Student_9077,Male,27,Law,200,3.65,74.89,5,6,9.68,Graduated
S109078,Student_9078,Male,19,Computer Science,200,2.72,72.52,6,3,11.97,Graduated
S109079,Student_9079,Male,24,Business Admin,200,3.14,59.74,6,4,11.04,In Progress
S109080,Student_9080,Female,20,Medicine,100,2.71,47.32,16,0,13.33,Dropped
S109081,Student_9081,Female,19,Law,100,2.07,44.74,8,7,13.26,Graduated
S109082,Student_9082,Female,26,Business Admin,500,1.46,67.93,18,7,8.01,Graduated
S109083,Student_9083,Male,21,Computer Science,300,3.16,98.73,10,0,12.98,Graduated
S109084,Student_9084,Female,20,Business Admin,200,1.73,54.81,12,6,15.08,Graduated
S109085,Student_9085,Female,25,Education,400,3.54,64.66,20,4,9.01,Graduated
S109086,Student_9086,Female,24,Medicine,200,3.09,78.49,18,3,13.5,In Progress
S109087,Student_9087,Female,27,Medicine,500,4.42,61.06,17,5,11.26,Graduated
S109088,Student_9088,Female,23,Business Admin,100,2.59,40.22,17,4,12.99,Graduated
S109089,Student_9089,Male,24,Engineering,500,4.21,63.77,7,7,12.94,In Progress
S109090,Student_9090,Male,29,Medicine,500,2.8,88.28,18,1,15.73,Graduated
S109091,Student_9091,Male,21,Education,500,3.65,96.64,14,0,1.25,Dropped
S109092,Student_9092,Male,20,Medicine,400,3.38,56.51,18,2,13.47,Graduated
S109093,Student_9093,Female,23,Engineering,400,1.72,95.3,14,6,13.21,Graduated
S109094,Student_9094,Male,17,Medicine,200,5.0,92.03,10,0,16.66,Dropped
S109095,Student_9095,Female,22,Medicine,100,4.13,64.4,8,4,11.79,Graduated
S109096,Student_9096,Male,24,Engineering,500,3.28,40.28,12,5,13.9,Graduated
S109097,Student_9097,Male,23,Medicine,300,3.93,90.69,13,6,9.25,Graduated
S109098,Student_9098,Male,18,Business Admin,200,3.19,57.21,13,7,5.51,Graduated
S109099,Student_9099,Female,30,Law,200,3.62,85.35,18,4,10.14,In Progress
S109100,Student_9100,Female,29,Business Admin,500,3.11,74.29,16,2,9.54,Graduated
S109101,Student_9101,Male,30,Medicine,200,2.27,53.3,17,2,11.52,In Progress
S109102,Student_9102,Female,23,Computer Science,500,2.93,78.89,10,0,21.42,In Progress
S109103,Student_9103,Male,29,Computer Science,200,2.63,85.89,19,4,11.41,Graduated
S109104,Student_9104,Male,22,Law,100,3.44,68.47,18,7,10.17,Graduated
S109105,Student_9105,Male,29,Medicine,200,2.26,84.87,19,0,10.15,Graduated
S109106,Student_9106,Female,21,Education,200,3.1,64.3,19,3,12.19,In Progress
S109107,Student_9107,Male,20,Medicine,300,2.01,98.82,6,4,10.75,Graduated
S109108,Student_9108,Male,17,Computer Science,100,3.54,54.39,6,5,10.99,Graduated
S109109,Student_9109,Male,29,Engineering,100,2.15,86.67,18,0,9.31,In Progress
S109110,Student_9110,Female,18,Law,100,3.42,84.98,14,5,13.52,Graduated
S109111,Student_9111,Male,23,Engineering,200,3.08,71.77,13,4,5.44,Dropped
S109112,Student_9112,Female,26,Education,400,3.73,61.02,9,6,7.94,Graduated
S109113,Student_9113,Male,19,Medicine,200,2.89,66.75,11,4,15.97,Graduated
S109114,Student_9114,Female,21,Education,500,3.57,77.77,10,1,8.51,Graduated
S109115,Student_9115,Male,24,Engineering,300,3.1,71.82,13,0,5.81,In Progress
S109116,Student_9116,Male,29,Medicine,100,3.3,85.69,9,4,10.9,Graduated
S109117,Student_9117,Female,29,Business Admin,500,1.75,61.64,12,2,7.52,Graduated
S109118,Student_9118,Female,24,Business Admin,500,2.55,46.43,8,2,4.63,Graduated
S109119,Student_9119,Male,22,Education,400,2.89,70.34,17,1,14.57,Graduated
S109120,Student_9120,Female,21,Business Admin,100,3.96,55.54,11,4,7.52,In Progress
S109121,Student_9121,Male,29,Business Admin,200,3.24,77.0,13,0,10.85,In Progress
S109122,Student_9122,Male,18,Computer Science,100,1.8,71.22,6,6,9.59,Graduated
S109123,Student_9123,Male,25,Business Admin,300,3.31,86.72,13,5,7.89,In Progress
S109124,Student_9124,Female,17,Computer Science,100,2.39,74.51,16,0,8.07,Graduated
S109125,Student_9125,Male,27,Law,500,2.45,65.85,12,5,9.94,Graduated
S109126,Student_9126,Female,18,Computer Science,500,2.96,47.19,14,5,15.89,In Progress
S109127,Student_9127,Male,29,Computer Science,200,3.19,47.21,5,5,11.59,Graduated
S109128,Student_9128,Female,17,Engineering,200,2.46,78.42,14,2,17.54,In Progress
S109129,Student_9129,Female,28,Computer Science,200,1.78,92.85,11,3,7.27,Dropped
S109130,Student_9130,Male,20,Computer Science,300,2.88,64.89,16,6,10.5,In Progress
S109131,Student_9131,Female,20,Engineering,100,2.84,71.85,9,4,4.05,Graduated
S109132,Student_9132,Male,21,Computer Science,400,4.0,75.47,9,1,13.29,In Progress
S109133,Student_9133,Male,21,Business Admin,100,3.03,68.64,11,1,15.22,Graduated
S109134,Student_9134,Male,24,Computer Science,200,3.83,43.57,19,5,13.61,Graduated
S109135,Student_9135,Male,27,Law,300,4.48,75.35,20,4,14.56,In Progress
S109136,Student_9136,Male,27,Computer Science,100,2.22,48.23,15,4,9.92,Graduated
S109137,Student_9137,Female,19,Computer Science,500,4.03,73.35,20,5,12.22,Graduated
S109138,Student_9138,Male,22,Law,100,3.65,86.52,20,1,14.47,Dropped
S109139,Student_9139,Female,28,Engineering,500,1.45,40.33,14,1,15.73,Graduated
S109140,Student_9140,Female,29,Business Admin,100,2.87,65.83,18,0,9.98,Graduated
S109141,Student_9141,Male,28,Computer Science,100,3.49,84.74,8,1,6.95,Graduated
S109142,Student_9142,Female,19,Business Admin,100,3.24,71.71,5,5,16.91,In Progress
S109143,Student_9143,Male,29,Education,200,4.16,54.12,10,2,10.48,Graduated
S109144,Student_9144,Female,18,Business Admin,500,3.41,81.85,5,1,9.8,In Progress
S109145,Student_9145,Female,24,Engineering,300,2.0,87.01,15,6,6.49,In Progress
S109146,Student_9146,Female,17,Engineering,400,3.55,61.75,5,1,9.57,Graduated
S109147,Student_9147,Male,25,Computer Science,500,2.2,57.84,19,2,8.24,Graduated
S109148,Student_9148,Female,27,Law,200,2.61,72.71,16,2,5.39,In Progress
S109149,Student_9149,Male,23,Engineering,500,3.77,61.93,12,4,5.93,Graduated
S109150,Student_9150,Female,28,Law,300,3.69,90.16,8,5,13.01,Graduated
S109151,Student_9151,Female,26,Education,500,3.03,86.74,19,5,8.68,In Progress
S109152,Student_9152,Female,29,Law,200,2.49,58.71,9,1,10.74,Graduated
S109153,Student_9153,Female,28,Medicine,200,2.86,67.42,14,2,8.85,In Progress
S109154,Student_9154,Male,27,Law,400,2.92,93.37,14,0,5.4,Graduated
S109155,Student_9155,Male,20,Engineering,300,2.6,48.84,5,3,15.95,Graduated
S109156,Student_9156,Female,19,Law,400,3.79,85.25,14,2,11.32,Graduated
S109157,Student_9157,Female,22,Law,100,2.71,59.01,11,3,13.47,Graduated
S109158,Student_9158,Male,25,Medicine,200,2.82,47.17,15,6,12.09,Dropped
S109159,Student_9159,Male,25,Medicine,400,2.84,47.02,6,6,9.56,Graduated
S109160,Student_9160,Male,20,Computer Science,200,3.49,56.58,10,1,7.55,Graduated
S109161,Student_9161,Male,26,Engineering,200,3.18,72.88,19,6,1.95,In Progress
S109162,Student_9162,Female,21,Computer Science,100,3.15,94.47,13,6,0.07,Dropped
S109163,Student_9163,Female,27,Medicine,200,2.34,58.18,6,0,14.17,In Progress
S109164,Student_9164,Male,29,Law,400,3.16,51.95,10,5,15.09,Graduated
S109165,Student_9165,Male,25,Medicine,300,3.52,68.72,16,0,16.36,In Progress
S109166,Student_9166,Male,18,Education,500,2.76,49.4,16,7,9.46,In Progress
S109167,Student_9167,Male,18,Law,400,3.1,56.3,9,5,6.64,In Progress
S109168,Student_9168,Male,21,Computer Science,100,3.64,99.2,19,4,13.04,Dropped
S109169,Student_9169,Male,17,Law,500,2.44,73.48,17,5,16.11,Graduated
S109170,Student_9170,Female,24,Education,200,2.45,87.03,17,5,18.6,Graduated
S109171,Student_9171,Female,21,Medicine,400,2.92,52.71,17,7,8.51,Graduated
S109172,Student_9172,Female,28,Engineering,500,3.55,71.2,6,6,14.72,Graduated
S109173,Student_9173,Male,26,Business Admin,400,0.91,70.63,19,7,12.38,In Progress
S109174,Student_9174,Male,18,Engineering,200,2.86,88.76,19,4,10.25,In Progress
S109175,Student_9175,Male,28,Engineering,400,2.51,41.29,18,1,6.78,In Progress
S109176,Student_9176,Female,25,Medicine,100,3.25,91.63,13,2,16.37,Graduated
S109177,Student_9177,Male,18,Engineering,500,2.93,44.78,20,0,15.82,Graduated
S109178,Student_9178,Male,23,Education,500,3.8,95.0,6,7,9.21,In Progress
S109179,Student_9179,Female,24,Medicine,500,3.45,48.57,5,1,13.75,Graduated
S109180,Student_9180,Male,30,Engineering,400,2.84,71.93,13,7,13.08,Graduated
S109181,Student_9181,Female,22,Business Admin,200,2.29,45.96,13,1,13.18,Graduated
S109182,Student_9182,Female,30,Computer Science,400,3.24,66.83,13,5,5.39,Dropped
S109183,Student_9183,Male,27,Medicine,400,2.79,57.96,12,2,5.4,In Progress
S109184,Student_9184,Female,23,Medicine,500,2.86,65.21,8,7,9.19,Graduated
S109185,Student_9185,Male,27,Law,200,2.19,72.7,18,0,12.04,Graduated
S109186,Student_9186,Female,17,Engineering,300,3.11,67.57,13,5,18.84,Graduated
S109187,Student_9187,Male,20,Computer Science,200,2.64,41.39,6,5,2.72,In Progress
S109188,Student_9188,Female,29,Business Admin,400,2.72,91.81,5,0,15.59,Dropped
S109189,Student_9189,Male,23,Education,100,0.47,45.7,16,0,3.66,Graduated
S109190,Student_9190,Female,17,Medicine,200,3.02,98.84,14,4,11.19,Graduated
S109191,Student_9191,Female,29,Education,500,2.33,91.08,11,0,0.82,In Progress
S109192,Student_9192,Female,17,Education,100,3.36,73.68,10,3,16.86,In Progress
S109193,Student_9193,Male,27,Education,300,3.05,54.71,7,5,11.36,Dropped
S109194,Student_9194,Male,22,Law,300,1.97,45.17,6,2,12.09,Graduated
S109195,Student_9195,Female,20,Education,100,2.93,80.31,12,0,14.14,Graduated
S109196,Student_9196,Male,19,Engineering,300,3.15,52.09,19,6,8.64,In Progress
S109197,Student_9197,Female,28,Engineering,100,4.46,83.99,8,2,1.36,Dropped
S109198,Student_9198,Male,21,Computer Science,400,3.42,89.95,10,2,1.15,In Progress
S109199,Student_9199,Female,25,Computer Science,100,2.1,99.34,8,3,12.75,In Progress
S109200,Student_9200,Male,26,Business Admin,400,4.36,70.25,17,0,8.67,Graduated
S109201,Student_9201,Female,26,Education,500,2.81,98.48,15,2,16.03,In Progress
S109202,Student_9202,Female,28,Education,500,2.8,48.96,13,6,10.24,Graduated
